Bank,service,statistic,p-value,z
Industrial & Commercial Bank of China Ltd,Pest control,375147.0,1.0,
Industrial & Commercial Bank of China Ltd,Pollination,150914.0,1.0,
Industrial & Commercial Bank of China Ltd,Soil quality,781018.0,1.0,
Industrial & Commercial Bank of China Ltd,Surface water,8115524.0,1.0,
Industrial & Commercial Bank of China Ltd,Ventilation,805367.0,1.0,
Industrial & Commercial Bank of China Ltd,Water flow maintenance,3909921.0,1.0,
Industrial & Commercial Bank of China Ltd,Water quality,3279260.0,1.0,
JPMorgan Chase & Co,Animal-based energy,1038977.0,0.0,
JPMorgan Chase & Co,Bio-remediation,4746174.0,1.9455599865642704e-45,
JPMorgan Chase & Co,Buffering and attenuation of mass flows,1898637.0,0.0,
JPMorgan Chase & Co,Climate regulation,4416414.0,6.0071479796970815e-75,
JPMorgan Chase & Co,Dilution by atmosphere and ecosystems,4078915.0,1.5126590889092537e-82,
JPMorgan Chase & Co,Disease control,1739349.0,0.0,
JPMorgan Chase & Co,Fibres and other materials,2251360.0,5.388931142078068e-292,
JPMorgan Chase & Co,Filtration,5660045.0,6.820301564389417e-09,
JPMorgan Chase & Co,Flood and storm protection,4947970.0,6.08040537262433e-37,
JPMorgan Chase & Co,Genetic materials,1372752.0,0.0,
JPMorgan Chase & Co,Ground water,7203378.0,0.9999999988507573,
JPMorgan Chase & Co,Maintain nursery habitats,198994.0,0.0,
JPMorgan Chase & Co,Mass stabilisation and erosion control,5534904.0,3.988684554709886e-22,
JPMorgan Chase & Co,Mediation of sensory impacts,2835255.0,2.2113898814067082e-215,
JPMorgan Chase & Co,Pest control,2175562.0,2.3893719043969527e-308,
JPMorgan Chase & Co,Pollination,1385266.0,0.0,
JPMorgan Chase & Co,Soil quality,2529349.0,1.1138642147841165e-255,
JPMorgan Chase & Co,Surface water,7061191.0,0.9999982003672748,
JPMorgan Chase & Co,Ventilation,2873510.0,7.057537937678834e-210,
JPMorgan Chase & Co,Water flow maintenance,5394882.0,7.445014009023106e-17,
JPMorgan Chase & Co,Water quality,5116703.0,3.0757035516712495e-24,
Mitsubishi UFJ Financial Group Inc,Animal-based energy,852663.0,0.0,
Mitsubishi UFJ Financial Group Inc,Bio-remediation,5267376.0,0.05236594243689256,
Mitsubishi UFJ Financial Group Inc,Buffering and attenuation of mass flows,1807215.0,6.025375291370265e-260,
Mitsubishi UFJ Financial Group Inc,Climate regulation,5128140.0,1.995071127163875e-05,
Mitsubishi UFJ Financial Group Inc,Dilution by atmosphere and ecosystems,4156278.0,5.462698670165305e-21,
Mitsubishi UFJ Financial Group Inc,Disease control,1490962.0,1.416195435997142e-308,
Mitsubishi UFJ Financial Group Inc,Fibres and other materials,1978623.0,5.702942306184426e-224,
Mitsubishi UFJ Financial Group Inc,Filtration,6093855.0,0.9999925891533413,
Mitsubishi UFJ Financial Group Inc,Flood and storm protection,5605628.0,0.9016543371149923,
Mitsubishi UFJ Financial Group Inc,Genetic materials,1495909.0,2.681939752415846e-309,
Mitsubishi UFJ Financial Group Inc,Ground water,7888321.0,1.0,
Mitsubishi UFJ Financial Group Inc,Maintain nursery habitats,130691.0,0.0,
Mitsubishi UFJ Financial Group Inc,Mass stabilisation and erosion control,7062067.0,1.0,
Mitsubishi UFJ Financial Group Inc,Mediation of sensory impacts,2783340.0,1.313797903221979e-128,
Mitsubishi UFJ Financial Group Inc,Pest control,2077389.0,5.620013130818816e-218,
Mitsubishi UFJ Financial Group Inc,Pollination,1320948.0,0.0,
Mitsubishi UFJ Financial Group Inc,Soil quality,2695209.0,1.4036055133793085e-137,
Mitsubishi UFJ Financial Group Inc,Surface water,7854820.0,1.0,
Mitsubishi UFJ Financial Group Inc,Ventilation,2840658.0,6.202411983556522e-117,
Mitsubishi UFJ Financial Group Inc,Water flow maintenance,5599012.0,0.9630768086029946,
Mitsubishi UFJ Financial Group Inc,Water quality,5364908.0,0.7548875195184737,
Mizuho Financial Group Inc,Animal-based energy,684681.0,8.540886147318125e-268,
Mizuho Financial Group Inc,Bio-remediation,5128777.0,1.0,
Mizuho Financial Group Inc,Buffering and attenuation of mass flows,1481976.0,2.888403613740419e-120,
Mizuho Financial Group Inc,Climate regulation,5154284.0,1.0,
Mizuho Financial Group Inc,Dilution by atmosphere and ecosystems,3797541.0,0.9995894917192882,
Mizuho Financial Group Inc,Disease control,1250655.0,1.2256172149746784e-147,
Mizuho Financial Group Inc,Fibres and other materials,1657453.0,2.1208051855476517e-90,
Mizuho Financial Group Inc,Filtration,5868034.0,1.0,
Mizuho Financial Group Inc,Flood and storm protection,5652917.0,1.0,
